TSNE_1,TSNE_2
39.640884,-18.151142
24.434233,-9.991933
39.080112,-20.865145
21.3929,-11.568362
21.350025,-11.429141
31.342545,-9.827719
22.413624,-10.489098
27.74939,-9.454925
20.933718,-9.543626
32.966557,-15.030488
33.343758,-28.585451
32.16851,-23.283005
31.11048,-22.180885
29.628088,-22.397564
22.368917,-11.418262
24.80679,-17.3536
31.926203,-22.447409
22.583261,-12.544421
25.233297,-18.498842
24.9323,-21.607424
23.767677,-15.121215
24.521057,-19.947784
23.531813,-19.326626
24.492237,-16.588017
21.108595,-11.519351
23.730417,-13.832196
33.54729,-27.92816
21.688929,-13.181035
23.410807,-13.47114
25.123413,-18.232962
22.134777,-10.078885
32.837887,-28.037586
21.122145,-11.585004
34.491417,-31.486229
32.045616,-20.738077
30.5099,-24.481115
27.298422,-24.21938
22.121044,-14.828526
25.788607,-19.152336
34.253853,-24.802172
29.569712,-25.476671
34.978916,-31.425331
25.848793,-23.761696
-4.3679953,-9.60205
22.92527,-12.007392
31.786697,-25.270617
29.28491,-27.423632
20.869795,-11.879003
25.070333,-21.863993
32.504642,-24.376514
31.68024,-25.210657
22.224342,-13.602066
21.622345,-13.3565445
32.407867,-24.301529
22.48707,-12.231308
22.123655,-13.07635
32.18507,-29.579239
22.999866,-9.805974
21.254072,-11.457876
34.5521,-27.15082
24.10901,-13.381303
33.407887,-29.237528
21.339664,-9.478214
21.153532,-11.676661
24.203535,-11.277844
30.920284,-24.988308
29.43939,-22.229746
34.81033,-31.087399
21.611631,-10.492658
33.374237,-28.108303
29.171587,-27.401077
28.875906,-24.48377
24.161081,-13.121798
26.953363,39.753075
26.287804,19.67238
-9.058327,28.103498
23.736523,24.069088
-10.0839815,27.55829
20.58246,24.15075
-9.449148,26.49747
31.61088,40.891514
14.619912,28.447224
11.241072,39.2519
14.403016,30.602276
27.56944,29.170395
24.64239,29.32305
25.447662,29.096176
17.262363,22.757795
14.340028,28.419489
-3.0490932,-8.042926
28.499481,21.70845
18.109133,23.186047
19.032047,21.686102
-9.893295,29.654575
25.917406,23.92473
14.487337,30.396261
25.603083,24.921137
30.05355,40.029514
31.428043,42.591354
24.784136,29.354002
24.981262,28.998404
-8.991656,28.115456
-9.330793,27.366842
26.451982,19.792337
26.253368,20.576641
17.321278,23.16077
18.855373,23.446106
22.487343,25.518612
20.9988,32.210354
27.495655,19.570591
-9.247577,27.521017
26.293306,20.516582
27.64454,28.469463
31.615631,40.846577
38.273808,12.744952
-9.047557,27.545403
-9.950134,28.03782
17.303364,23.37244
21.064423,23.28505
25.53174,25.612423
20.10908,20.182148
21.044697,23.511286
17.134762,53.335518
21.384523,-8.401322
13.290727,48.29534
15.959322,54.84699
11.181447,52.407486
-8.1290455,28.444471
15.715697,54.546753
21.185358,44.830692
20.842718,55.28907
23.248238,43.506584
17.172678,47.541523
-8.35293,28.183355
18.501883,33.15382
-8.918596,28.11889
24.396397,40.199802
16.381975,47.29183
18.38499,39.743584
19.82192,54.178276
19.946392,32.44731
27.983927,46.83786
12.663296,48.274914
-10.486494,27.488348
12.85956,53.25722
21.002022,32.36846
19.141935,51.96815
20.98449,53.924843
16.359495,45.614647
15.447991,54.88352
24.404829,50.15469
20.981588,53.985962
18.541702,47.898434
16.383356,54.12956
22.911192,40.29192
9.550192,46.62424
16.895119,53.976353
19.123774,53.944447
19.37856,48.202515
24.233889,50.194138
19.928673,54.67838
22.708727,52.19954
-13.194369,31.052975
12.51518,47.211124
18.271069,54.682247
21.19789,53.78628
27.092861,65.102295
25.011177,64.11769
21.584736,34.633152
28.301672,46.349182
19.700747,40.194485
12.815851,47.92555
-10.215891,26.427938
13.975201,32.52906
26.782017,45.39304
22.928501,40.379005
24.092602,40.792023
-8.976933,27.741999
26.133072,43.841736
24.204107,64.64338
16.44158,47.425087
24.79251,39.2332
19.193224,43.17815
28.79809,45.823364
20.952944,53.714386
31.21079,40.81701
16.94419,47.154648
-10.074545,27.876484
22.449661,54.969242
16.71879,40.655796
21.453304,54.01883
16.302,41.337578
15.607581,39.76638
-15.144394,25.708515
16.796131,47.15395
24.073868,64.80098
29.65791,54.6901
19.80013,41.81096
25.859152,43.94022
23.050554,50.928825
15.567403,39.95837
-11.247106,26.762375
18.544476,38.798286
19.077272,32.72339
19.051798,53.721634
9.398461,58.915356
-13.432767,31.355865
2.9446745,62.744797
12.4208975,52.3388
-15.680659,24.082218
20.157576,56.523914
0.57457227,63.07409
6.266979,66.24376
4.625731,64.50232
20.504456,59.04703
4.888485,58.015064
24.760654,47.934025
27.738789,54.068604
26.756012,63.29323
27.689072,51.598927
19.825298,47.996346
27.692083,51.651146
-10.920731,65.17488
23.518427,51.587257
28.905655,52.185467
18.841755,54.083744
9.34418,66.30444
21.340982,55.971027
24.831055,49.1519
7.6346755,64.1695
21.067242,56.229332
1.1032867,62.869858
9.499943,59.22371
7.469973,64.15084
28.825977,50.446686
6.635405,65.5354
8.639254,65.27876
-14.05827,73.94138
9.440963,58.696556
-0.5352412,77.024155
24.901903,48.954613
-11.566923,27.162119
-4.0817766,48.109287
-26.322422,83.17699
13.371747,57.912422
36.197147,42.297764
27.70692,54.01235
4.646022,64.4632
18.987293,45.912354
-23.014576,71.47804
4.41884,65.2735
10.117267,60.34138
1.9119174,66.6293
9.851058,59.64334
33.26105,48.022026
1.5481417,64.546715
-11.0069275,27.98979
9.012763,63.078236
-0.36937574,62.196274
10.140383,63.27881
0.36303842,62.841644
6.374754,64.22058
20.53633,48.13609
9.128957,61.786808
27.642721,53.02876
26.073195,50.882336
12.43298,58.689816
21.513794,54.131847
1.9828715,66.46654
7.495785,64.45152
13.957017,59.028633
0.99694777,64.57381
10.412298,60.217815
0.24695927,64.04897
11.4020405,63.92559
27.756552,53.97492
-1.1440132,51.20638
23.874353,64.78296
13.896964,56.743835
26.50073,47.53666
10.04314,60.132397
7.597999,65.82254
9.487717,46.65562
9.265687,61.83437
9.88497,58.774635
15.981141,47.286804
4.5097523,65.00199
21.361752,56.91361
4.165023,62.140213
27.71199,63.915012
10.946648,52.560505
8.778996,65.60309
18.316214,33.434444
-10.7590685,27.073767
19.745275,55.847782
35.955036,42.30026
39.982983,40.051815
36.394314,42.24229
34.902298,46.91179
36.15745,40.305027
-4.460188,47.714184
12.190959,41.701984
12.264342,41.803295
11.289215,39.26831
13.829437,43.683113
-5.1486077,49.577057
33.222717,45.090847
36.212227,42.26345
35.690144,45.055332
-10.885012,26.751482
-8.646192,38.932686
36.222946,40.373505
-10.806829,26.895458
36.33077,38.523026
22.384424,37.28777
34.949257,40.699284
-10.210777,27.2703
-3.865641,48.43669
35.511356,39.80446
36.580006,38.830307
13.616617,43.65043
23.244057,64.882126
12.15524,35.06855
-9.017165,37.97339
13.629858,43.00306
-10.699868,27.717276
33.210785,45.102627
36.119144,38.48593
36.240715,45.12247
18.594122,38.792873
35.290245,45.26084
-3.6650133,49.300407
22.456917,54.875084
33.344376,45.15098
28.634466,5.385058
36.263714,38.604298
-5.693799,48.54825
23.733437,64.99074
42.65939,20.323523
39.173805,33.71346
41.428036,23.392935
41.256454,23.272802
41.287895,23.360216
-16.815132,37.53436
37.559856,46.50148
-17.498291,36.161987
-17.853657,36.006344
-17.151537,37.876457
-17.01947,37.61835
-17.303125,37.30272
-16.966228,36.895348
-16.453878,36.51508
-17.683222,37.70336
41.360634,23.758965
-17.208027,36.70515
-18.075804,36.411613
-17.807394,37.74805
-15.667012,37.24851
-17.623955,37.61674
-17.652088,37.548054
41.87958,19.146067
42.95394,22.491224
42.888493,-7.588713
-25.430046,-8.304563
-25.440193,-7.12594
-26.345022,-8.070411
-23.96879,-7.823286
-17.944637,37.790092
-27.00762,-8.057822
-61.726532,-3.3096862
-24.041117,-7.327538
-22.631323,-4.9902334
-21.268345,-8.381785
-22.68042,-5.5499287
-23.683584,-7.149587
-22.438406,-7.0674553
-25.123484,-7.5419116
41.809727,18.046377
-31.219809,-3.3745303
-80.91725,45.774532
-79.7395,42.66912
-76.13343,34.554462
-83.09897,39.66014
-83.09518,39.66777
-51.946957,-15.458299
-59.74487,-11.410116
-54.114986,-6.8959928
-59.577713,-11.617336
-43.87202,-3.9150171
-57.1171,-7.64914
-43.209793,-3.996952
-46.477703,-5.7746854
-88.12088,-24.170261
-52.594383,2.2554903
-47.27293,-3.2417998
-17.854181,-3.0807407
-44.32247,0.3281943
-54.78654,-16.695343
-54.061977,-6.252617
-54.89808,-1.0643277
-59.148724,-10.591236
-50.526558,-5.5253572
-46.50917,-1.0539783
-61.6477,-14.717119
-41.268257,-28.442627
-49.009335,-5.6269803
-52.943687,-5.0229526
-54.45322,2.7023656
-52.62234,-6.6531734
-52.973812,-6.444366
-53.822178,-8.369258
-48.348557,4.1542273
-39.813103,-9.982905
-42.928005,-7.7077355
-55.032883,-1.9719559
-37.968433,-17.902973
-43.607025,-30.65681
-52.61321,3.2197788
-56.11359,-12.082809
-54.226883,-5.826409
-41.195034,-14.823961
-48.18127,-4.906434
29.164299,-10.417259
-54.979435,-3.6747615
-58.25124,-2.302213
-53.956585,-10.553342
-48.869938,-5.730361
-58.021156,-2.330964
-49.383427,-3.141805
-43.96229,-6.026523
-53.115265,-13.037978
-55.03924,-6.945422
-61.10308,-3.3022773
-50.302444,-6.0791373
-54.713104,-4.5615344
-48.494198,4.850133
-50.51935,-7.3037043
-47.002625,1.5927101
-51.883316,-4.9713597
-44.833317,0.43418038
-61.551773,-10.298749
-52.635906,2.5451033
-53.596016,-8.683169
-48.29179,4.5752964
-49.63865,-6.964951
-38.4096,-17.77917
-48.566822,5.223137
-50.31833,-7.604182
-44.790146,1.1037579
-54.204845,-7.6910763
-52.48486,3.2150614
-48.522324,4.7973285
-49.819843,-3.20741
-49.790897,-9.594374
-54.38559,-5.0494137
-46.442795,-27.159061
-54.169014,-4.1602182
-44.624672,-0.37243763
-52.73523,2.0562577
-57.61431,-25.53707
-48.790565,-6.2074523
-56.19301,-2.907476
-53.340664,-7.466031
-52.64246,3.4865022
-56.025665,-13.969287
-49.455284,-7.2269545
-53.952827,-6.800275
-61.70544,-3.808644
-54.080658,-5.8429165
-44.323296,-0.5399346
-50.250935,-9.916508
-49.93823,-5.6737638
-62.560734,-9.350253
-43.42738,-18.714403
-62.219097,-3.2401824
-62.364975,-9.071978
-62.056427,-12.698978
-91.25282,-23.578539
-65.31582,-9.190201
-87.79839,-19.7564
-62.989258,-16.703156
-41.172062,-29.035921
-72.16222,-5.8121676
-58.724392,-5.509834
-58.449177,-6.690218
-65.168755,-12.779239
-62.948864,-8.33415
-63.984215,-4.1639323
-55.846523,-3.9535465
-61.78177,-10.505195
-69.27589,-8.44936
-50.6108,-7.0881014
-57.686104,-12.124894
-58.57436,-3.2792
-53.63627,2.1160338
-56.290638,-6.8429823
-56.05533,-5.9104166
-31.28301,-3.3671463
-65.719574,-9.457549
-61.91505,-9.111844
-51.770267,-6.2208138
-64.44689,-20.756285
-62.695118,-8.353474
-55.777752,-4.519474
-67.3739,-7.354518
-67.39978,-10.426959
-57.511234,-6.5896244
-66.695076,-12.07163
-56.74157,-10.977468
-89.678795,-1.5757374
-75.91199,-18.260466
-79.50567,-16.987827
-71.642426,-19.39631
-71.4504,-14.908166
-71.77053,-19.450064
-72.411644,-22.597597
-69.18421,-18.29596
-70.05749,-23.16795
-72.56457,-16.020447
-74.12872,-21.670555
-75.53857,-16.495768
-85.4002,-23.448912
-73.864,-25.505861
43.1768,20.282928
28.65112,10.356788
29.288475,6.9886765
30.57303,9.14067
30.55905,11.673002
31.294863,6.755558
31.027128,8.84622
30.220173,9.207617
30.38819,7.3253613
35.41079,-0.8785951
31.899961,11.613871
30.442194,11.286313
29.27896,2.2582042
42.858353,-1.9990494
30.030466,7.9460835
30.951036,6.8053765
29.007864,15.172378
31.791473,6.081984
30.206327,19.459412
29.7803,8.803434
37.44248,2.1033535
31.146986,16.7194
26.566257,18.740902
30.530949,7.1963487
30.885681,20.232203
31.250004,17.23374
28.333576,19.212677
31.113874,4.3139763
31.56642,21.119694
32.16941,8.369809
35.629772,23.4469
33.019276,4.245817
35.014843,25.81761
34.99622,25.804792
30.767988,17.210623
29.520672,9.9062805
34.89503,24.171032
35.99666,23.124784
36.08747,22.740715
30.642506,14.0857115
34.59307,4.1326966
31.754396,19.941523
31.0685,10.479919
31.573275,20.892345
30.468279,11.901216
31.407782,11.204265
29.536411,3.7773
28.477291,7.8105116
22.98969,11.554864
31.791142,18.490223
32.956917,4.563992
28.62428,14.167753
29.937956,13.374445
30.02048,12.206641
30.07212,20.12772
30.556704,14.160009
30.974874,10.095003
32.817013,11.830639
30.043337,18.41002
29.351622,7.891537
33.283535,24.725386
32.09478,20.273417
28.272997,8.39712
30.430334,8.014712
31.706434,4.3938446
30.93376,21.79101
28.757458,14.95772
31.440834,18.869678
31.89135,3.5405567
30.365082,8.979142
29.798275,12.55513
29.910784,12.422673
29.514708,13.644052
29.029373,11.4324465
32.12914,8.197668
34.790993,24.58231
31.338337,10.867252
30.90232,17.431108
30.60399,20.967222
31.019579,14.882138
34.480404,24.602732
29.136051,11.244287
32.28616,18.916775
30.895945,15.130344
30.805044,14.732319
29.59193,10.153849
28.330847,19.605198
29.985462,12.115861
32.868515,24.859879
31.212336,11.487614
31.110231,17.30622
30.542055,11.752695
30.847368,8.809593
30.942514,12.6138315
32.84148,13.460179
29.322447,17.376762
30.014473,8.228031
34.847836,19.000391
30.081787,8.965242
30.187412,9.884244
30.090492,5.8495836
28.74559,14.2624655
32.87305,13.372253
30.884453,6.658901
35.06689,23.205515
28.687338,18.849907
29.37933,8.409252
34.145245,13.8055725
27.880272,25.02879
28.20107,9.819328
29.234602,23.861649
29.016317,20.849884
27.991339,12.593503
28.064707,11.082126
30.876474,17.849234
29.324041,9.296948
31.840517,17.39045
29.358974,6.998638
19.172083,20.675283
30.560865,20.33321
30.549023,20.944763
32.127174,4.236432
28.450851,11.405158
31.62627,12.013064
32.242813,16.9411
30.184875,17.964071
30.081198,17.028658
29.636187,17.128454
29.37197,17.543161
33.422974,24.741928
34.27335,19.623371
31.295202,11.427996
34.91628,23.681023
33.226917,7.913622
29.36154,18.228712
26.61444,19.124008
30.557404,12.951737
29.987614,8.037112
33.55887,19.589077
29.199457,12.884819
28.8505,10.4566145
30.739597,3.0775018
32.113796,20.31695
32.544186,11.8859215
30.106745,18.659706
44.657673,-6.05183
34.985542,-0.98426783
36.64504,24.436655
33.03546,13.4518175
34.430687,26.662643
31.766438,11.099619
34.107235,13.870787
30.9999,11.596152
34.854202,-0.8976089
29.812826,21.099382
27.477694,11.615551
33.64386,3.9773116
31.693321,9.190498
30.355396,7.3152885
27.867365,11.1427765
30.332342,20.20307
29.901089,9.085366
28.413525,13.61967
31.851143,10.952187
32.132195,4.636554
28.15742,24.181898
31.169775,10.6820965
29.704674,10.200127
30.30099,10.902204
31.096464,9.110459
31.835604,6.379062
33.30192,6.244922
31.890741,4.3404007
30.119207,10.291805
34.08983,13.716131
30.355114,8.0271635
30.327349,7.6899924
29.33877,21.401659
28.746925,9.454474
30.574379,7.4311905
34.932312,25.952402
28.382298,9.984115
34.09511,19.390219
31.763393,9.703487
28.057457,15.2531805
31.3808,6.4691267
28.536833,12.846634
29.148403,18.645067
28.905748,9.114594
34.986107,18.879705
34.696987,24.67422
36.040764,23.177294
35.13835,24.195175
30.182247,6.032288
34.511,24.161188
31.093788,8.855101
31.132126,17.007984
30.184086,18.29021
28.282475,10.144019
34.274048,12.73464
34.40271,13.842166
31.792757,8.570745
30.078867,5.3972836
32.755676,2.4928658
31.221691,8.9442
30.578558,7.292774
29.25971,7.0575013
30.012842,9.796988
32.660454,2.7816932
34.965157,19.001236
31.808298,21.162111
31.909977,3.3726375
30.988338,21.339666
39.75704,-2.3544674
28.976942,18.739155
30.70175,11.520479
30.947138,18.036465
28.5428,9.24175
29.942745,16.704855
29.523209,-0.48617765
29.774984,15.094828
29.316883,10.744261
30.943792,6.747471
30.358343,9.363098
29.076687,18.459658
29.359688,19.22374
29.131449,19.061491
30.062178,9.638933
32.487183,22.550425
31.739399,12.191168
34.2729,24.304857
27.530968,23.674604
34.98605,18.91709
35.064003,18.624851
43.04333,4.4115086
30.93622,21.004004
33.603657,19.30488
30.753574,14.8454895
31.000952,9.520649
30.146011,9.141368
29.62652,13.886659
31.24985,19.22748
32.38268,12.067231
31.057272,10.843861
32.766094,22.824995
29.220072,9.33038
32.43509,4.455884
28.71565,13.831519
33.593033,24.530485
29.305485,11.028656
31.475739,8.330092
34.729435,24.001196
31.067045,8.388437
28.572065,23.681692
38.382088,5.9041567
29.64224,19.448763
32.220238,20.206
30.889544,17.082447
35.758026,22.105867
30.479654,17.887136
33.017723,23.23437
31.75795,27.531271
29.628885,11.229831
31.350035,12.518028
28.684782,13.734775
29.643326,24.438986
30.47367,15.918649
32.843662,13.576593
30.698746,21.340906
30.172337,16.352228
30.612194,18.465376
29.497179,17.378145
30.08047,13.314743
30.733335,18.057995
34.56888,24.51189
28.441187,16.846155
32.29476,16.89713
28.758629,14.38145
32.74806,7.2626467
31.401308,22.1063
34.75656,19.072355
30.095884,16.293833
32.007618,19.020054
31.373655,17.153332
31.59457,10.923606
30.291737,16.89492
34.671936,-10.275059
35.44504,24.126951
32.070614,20.070965
30.511375,15.650779
30.093897,12.528743
31.14436,15.608657
29.911062,17.852041
31.074045,17.33808
30.12741,12.873506
29.702595,18.45384
28.792944,15.504456
31.451443,21.640497
34.174217,24.669996
28.177696,16.274296
28.54399,19.740452
30.537252,21.102058
30.992525,18.189114
28.781567,11.86863
30.479858,16.43719
31.033241,10.382009
31.161839,7.764702
29.98635,4.9093328
31.058767,7.9925
29.829937,18.19625
30.224901,13.020051
28.445845,13.1544075
27.939108,14.050081
47.53972,12.173511
29.92569,12.626823
29.724072,20.915445
16.353714,25.565895
30.152266,9.613638
28.521118,12.345279
28.735008,12.025013
28.39588,17.914633
34.8083,18.425386
35.019585,-1.0550463
29.308697,3.1700184
34.050423,20.022577
29.343758,9.83132
31.094332,14.297091
30.465904,16.373558
28.455101,13.42841
29.304632,7.853655
30.838583,8.620464
28.637465,16.69174
29.185732,24.177757
29.064995,13.297113
30.145695,17.497526
30.960205,4.7051363
32.879093,16.26789
33.794468,15.420114
29.70836,17.222338
30.443075,17.64348
34.891148,19.122507
31.77649,12.180228
28.188597,15.768156
34.56372,24.36511
32.11492,12.528841
31.043715,15.849602
32.62455,25.008942
31.509792,21.506538
31.425983,13.042364
35.603996,21.901152
29.651289,17.855658
30.639025,19.920212
35.22663,24.729662
28.778261,20.043358
33.190887,15.3077
31.326307,18.58947
33.199924,21.582367
34.33766,24.802395
36.772675,17.79365
35.75683,22.065601
31.137413,15.856416
30.677301,9.278749
31.710632,11.033842
35.005245,-0.9432241
27.48877,11.66234
